near,Category,sentiment,Score_cat
austin,addictions,Negative,0.6476766502788799
austin,addictions,Neutral,0.7332471526984301
austin,addictions,Positive,0.6731582261824196
austin,crimes,Negative,0.5932058451031875
austin,crimes,Neutral,0.7617440403304301
austin,crimes,Positive,0.675633377663411
austin,guns,Negative,0.45996180290297933
austin,guns,Neutral,0.7041938938154749
austin,guns,Positive,0.5948051948051948
austin,hate,Negative,0.467890248424175
austin,hate,Neutral,0.8015053591782364
austin,hate,Positive,0.5376026272577997
chicago,addictions,Negative,0.6411477324447754
chicago,addictions,Neutral,0.73278425614219
chicago,addictions,Positive,0.698521505376344
chicago,crimes,Negative,0.5908850506596851
chicago,crimes,Neutral,0.7564904056928617
chicago,crimes,Positive,0.6720833675646474
chicago,guns,Negative,0.5593953320596919
chicago,guns,Neutral,0.7177254109775923
chicago,guns,Positive,0.6277056277056277
chicago,hate,Negative,0.46738351254480287
chicago,hate,Neutral,0.7507359858004092
chicago,hate,Positive,0.6436781609195402
dallas,addictions,Negative,0.6430943687347862
dallas,addictions,Neutral,0.7349332924308973
dallas,addictions,Positive,0.7041322858566692
dallas,crimes,Negative,0.5795094698444633
dallas,crimes,Neutral,0.7388720154489283
dallas,crimes,Positive,0.6514278993854914
dallas,guns,Negative,0.608937908496732
dallas,guns,Neutral,0.7036882019708707
dallas,guns,Positive,0.7207792207792207
dallas,hate,Negative,0.4356586509376891
dallas,hate,Neutral,0.7044340618363839
dallas,hate,Positive,0.5241379310344827
houston,addictions,Negative,0.6131917850229045
houston,addictions,Neutral,0.7295179274093179
houston,addictions,Positive,0.7195887445887446
houston,crimes,Negative,0.5742499906499906
houston,crimes,Neutral,0.7393752009938284
houston,crimes,Positive,0.654780850486104
houston,guns,Negative,0.5356467334408511
houston,guns,Neutral,0.6846761993024453
houston,guns,Positive,0.7207792207792207
houston,hate,Negative,0.4847537380952918
houston,hate,Neutral,0.7299007189510526
houston,hate,Positive,0.4630541871921182
los angeles,addictions,Negative,0.6609129669419951
los angeles,addictions,Neutral,0.7344081133539546
los angeles,addictions,Positive,0.7245686705767351
los angeles,crimes,Negative,0.5996014615883638
los angeles,crimes,Neutral,0.7519843978889622
los angeles,crimes,Positive,0.6715300299571532
los angeles,guns,Negative,0.5110516934046345
los angeles,guns,Neutral,0.7117626334178044
los angeles,guns,Positive,0.6663515406162465
los angeles,hate,Negative,0.46942132382084817
los angeles,hate,Neutral,0.7583079397810543
los angeles,hate,Positive,0.5287356321839081
new york city,addictions,Negative,0.6528056962587755
new york city,addictions,Neutral,0.7330107320877892
new york city,addictions,Positive,0.6726534498207886
new york city,crimes,Negative,0.5945131374995809
new york city,crimes,Neutral,0.7590102730580534
new york city,crimes,Positive,0.674403102988436
new york city,guns,Negative,0.5729090998440843
new york city,guns,Neutral,0.7182300505640644
new york city,guns,Positive,0.6764705882352942
new york city,hate,Negative,0.4789728700439283
new york city,hate,Neutral,0.747113194809847
new york city,hate,Positive,0.5172413793103448
philadelphia,addictions,Negative,0.6624703510436433
philadelphia,addictions,Neutral,0.7358588092350052
philadelphia,addictions,Positive,0.6793926985827515
philadelphia,crimes,Negative,0.5965117224813192
philadelphia,crimes,Neutral,0.7526922006141835
philadelphia,crimes,Positive,0.672516419914858
philadelphia,guns,Negative,0.5424102778941489
philadelphia,guns,Neutral,0.6963706044510999
philadelphia,guns,Positive,0.5933621933621933
philadelphia,hate,Negative,0.4816672613176066
philadelphia,hate,Neutral,0.748040574847357
philadelphia,hate,Positive,0.5151340996168582
phoenix,addictions,Negative,0.6421058915141185
phoenix,addictions,Neutral,0.7261184241250158
phoenix,addictions,Positive,0.6674731182795699
phoenix,crimes,Negative,0.5937401012470405
phoenix,crimes,Neutral,0.7489510574492358
phoenix,crimes,Positive,0.6646376061821034
phoenix,guns,Negative,0.5474725752299282
phoenix,guns,Neutral,0.7153438134912218
phoenix,guns,Positive,0.5768398268398268
phoenix,hate,Negative,0.4759665912316367
phoenix,hate,Neutral,0.7198797379136646
phoenix,hate,Positive,0.6318131256952169
san antonio,addictions,Negative,0.629640133546087
san antonio,addictions,Neutral,0.7139559270436107
san antonio,addictions,Positive,0.6746597488532972
san antonio,crimes,Negative,0.5713899595154793
san antonio,crimes,Neutral,0.7403783220853107
san antonio,crimes,Positive,0.6428576539172501
san antonio,guns,Negative,0.5272780785568509
san antonio,guns,Neutral,0.6887759679651572
san antonio,guns,Positive,0.6081858500976147
san antonio,hate,Negative,0.44798850574712645
san antonio,hate,Neutral,0.7013252511531849
san antonio,hate,Positive,0.4589543937708565
san diego,addictions,Negative,0.6417897996808695
san diego,addictions,Neutral,0.7392686722164737
san diego,addictions,Positive,0.6680369875222816
san diego,crimes,Negative,0.5981495003329295
san diego,crimes,Neutral,0.7546593711642553
san diego,crimes,Positive,0.6503490221290665
san diego,guns,Negative,0.6074707557060498
san diego,guns,Neutral,0.6914222321176016
san diego,hate,Negative,0.49998179795732633
san diego,hate,Neutral,0.7594323620540491
san diego,hate,Positive,0.5752224694104561
